Date,Time,Day_of_Week,Barangay,Latitude,Longitude,Weather,Property_Type,Fire_Cause,Fire_Severity,Casualty_Count,Response_Time,Fire_Duration
28/05/2024,9:05,Tuesday,San Miguel (Balintin),14.0710261,121.3200139,Cloudy,Forest,Natural,High,1,10,118
17/01/2024,10:07,Wednesday,San Jose (Malamig),14.06774698,121.3229215,Sunny,Residential,Other,Medium,6,7,51
28/06/2020,22:33,Sunday,Santo Cristo,14.07336679,121.3266385,Sunny,Residential,Electrical,High,5,9,150
20/02/2021,20:03,Saturday,Santo Niño (Arsum),14.06601947,121.320996,Rainy,Residential,Electrical,Low,2,5,10
05/01/2024,18:45,Friday,IV-A,14.06866286,121.321046,Cloudy,Industrial,Electrical,Low,1,10,28
17/02/2023,2:48,Friday,VI-E (YMCA),14.0688683,121.3232288,Sunny,Residential,Cooking,High,5,9,54
22/06/2020,7:56,Monday,VII-A (P. Alcantara),14.06215242,121.3144227,Sunny,Residential,Cooking,Low,0,8,85
01/03/2022,11:03,Tuesday,VII-E,14.06509747,121.3151906,Cloudy,Commercial,Electrical,High,7,8,75
10/09/2020,22:52,Thursday,Santiago II (Bulaho),14.06904233,121.3241573,Sunny,Industrial,Arson,Medium,2,7,51
09/02/2023,20:57,Thursday,San Francisco (Calihan),14.06805495,121.3194134,Sunny,Forest,Natural,Low,0,13,10
12/06/2022,14:38,Sunday,VII-A (P. Alcantara),14.06871539,121.31549,Sunny,Residential,Arson,Medium,5,10,10
18/09/2022,10:54,Sunday,San Lucas 2 (Malinaw),14.07519026,121.329504,Sunny,Residential,Cooking,Medium,5,14,18
14/12/2021,20:50,Tuesday,Santa Maria Magdalena (Boe / Kuba),14.07129229,121.3161226,Rainy,Commercial,Cooking,Medium,1,12,112
04/12/2021,22:20,Saturday,III-E,14.07347563,121.3127414,Rainy,Industrial,Other,Medium,2,13,10
18/04/2023,16:19,Tuesday,VII-A (P. Alcantara),14.07398414,121.3258652,Cloudy,Residential,Cooking,Low,0,8,45
21/06/2024,5:31,Friday,San Marcos (Tikew),14.06766497,121.3168454,Sunny,Residential,Natural,High,11,5,116
25/11/2021,17:04,Thursday,Dolores,14.06812443,121.3191258,Rainy,Commercial,Electrical,Low,0,12,10
27/07/2021,18:02,Tuesday,Soledad (Macopa),14.06779539,121.3229857,Cloudy,Residential,Electrical,Medium,1,14,228
03/02/2021,6:41,Wednesday,Santa Ana,14.07281648,121.3150952,Rainy,Residential,Cooking,Low,3,6,17
05/01/2020,2:40,Sunday,III-F (Balagtas),14.07497386,121.3218904,Cloudy,Forest,Natural,Low,0,5,10
04/05/2021,19:24,Tuesday,VII-B,14.06811471,121.3210109,Sunny,Residential,Other,Low,2,8,16
24/11/2024,20:19,Sunday,Santa Cruz (Putol),14.07151876,121.3211036,Cloudy,Residential,Arson,Low,1,11,123
06/02/2023,23:55,Monday,Santiago II (Bulaho),14.08225285,121.3252489,Sunny,Industrial,Arson,Low,0,5,102
28/12/2022,19:17,Wednesday,II-B (Guadalupe 1),14.06974786,121.3249572,Rainy,Residential,Natural,Medium,1,11,41
24/01/2021,18:53,Sunday,IV-C,14.068741,121.3164121,Cloudy,Commercial,Electrical,Medium,1,10,63
04/09/2020,6:22,Friday,Dolores,14.07839237,121.32276,Sunny,Residential,Arson,Low,1,12,51
18/04/2023,17:13,Tuesday,III-F (Balagtas),14.07959466,121.3262724,Sunny,Residential,Electrical,High,4,8,83
26/07/2021,22:13,Monday,Santiago II (Bulaho),14.067475,121.3220387,Stormy,Residential,Cooking,Low,2,10,10
02/07/2021,8:08,Friday,San Ignacio,14.07849988,121.323506,Cloudy,Residential,Electrical,Medium,4,12,10
21/02/2023,10:10,Tuesday,V-D,14.07189913,121.318627,Sunny,Commercial,Cooking,High,7,9,87
09/02/2023,12:24,Thursday,V-D,14.07661529,121.3222327,Sunny,Residential,Cooking,Low,1,5,10
01/05/2022,17:16,Sunday,II-F (Villa Rey),14.06962846,121.3295475,Rainy,Residential,Arson,High,7,17,10
17/08/2020,21:53,Monday,Dolores,14.06964685,121.3153045,Sunny,Commercial,Arson,High,6,10,505
22/12/2020,18:38,Tuesday,San Francisco (Calihan),14.07387812,121.3257782,Sunny,Residential,Cooking,Medium,0,11,75
16/11/2020,22:22,Monday,VII-E,14.07104985,121.3179303,Cloudy,Residential,Electrical,High,5,7,48
24/02/2023,11:17,Friday,Bautista,14.07054728,121.326259,Sunny,Commercial,Electrical,Medium,4,5,17
05/06/2024,21:02,Wednesday,II-B (Guadalupe 1),14.06791063,121.3258613,Rainy,Residential,Natural,High,8,13,94
13/05/2023,21:49,Saturday,Santisimo Rosario (Balagbag),14.05903863,121.3222979,Sunny,Residential,Electrical,Low,1,12,10
30/08/2024,0:43,Friday,Santo Niño (Arsum),14.06966295,121.3195177,Sunny,Residential,Electrical,Low,1,11,72
22/06/2021,23:15,Tuesday,V-D,14.06509483,121.3208301,Cloudy,Residential,Electrical,Low,3,10,105
25/06/2020,18:24,Thursday,San Crispin (Lumbangan),14.0660545,121.3126298,Sunny,Residential,Electrical,High,7,7,33
05/02/2021,1:55,Friday,Bautista,14.07155858,121.3218531,Sunny,Residential,Cooking,High,6,5,68
22/06/2022,11:15,Wednesday,II-E (San Anton),14.06858733,121.318644,Sunny,Residential,Cooking,Medium,4,14,255
25/10/2022,8:10,Tuesday,San Gregorio,14.06084033,121.3181943,Sunny,Forest,Arson,Medium,0,11,63
15/05/2024,16:55,Wednesday,Santa Maria Magdalena (Boe / Kuba),14.07799673,121.3207749,Sunny,Forest,Natural,High,1,5,89
27/01/2024,18:11,Saturday,VI-B,14.07657141,121.3264603,Rainy,Residential,Natural,High,12,6,78
26/06/2020,22:35,Friday,VI-E (YMCA),14.0658151,121.318605,Cloudy,Commercial,Electrical,Low,0,11,58
25/08/2020,13:37,Tuesday,III-B,14.07135022,121.3181697,Cloudy,Residential,Electrical,Medium,0,6,25
14/04/2022,21:41,Thursday,IV-A,14.07625285,121.3246706,Sunny,Residential,Electrical,Low,3,11,25
12/02/2020,13:25,Wednesday,VII-C,14.06553287,121.332631,Sunny,Industrial,Electrical,Medium,1,10,10
09/02/2024,13:33,Friday,I-B (City+Riverside),14.07086278,121.3220611,Sunny,Commercial,Cooking,High,6,11,10
31/12/2021,14:25,Friday,San Mateo (Imok),14.06116839,121.3182498,Rainy,Commercial,Cooking,Medium,4,8,24
04/12/2023,1:16,Monday,Santa Elena,14.05977706,121.3125078,Sunny,Industrial,Electrical,Low,0,8,41
03/01/2024,11:27,Wednesday,Santa Monica,14.06213145,121.3188229,Sunny,Residential,Cooking,Medium,3,11,90
08/07/2023,5:29,Saturday,San Antonio 2 (Sapa),14.06991534,121.3214593,Sunny,Residential,Electrical,Low,0,6,32
11/04/2020,11:25,Saturday,Dolores,14.07144669,121.3246062,Sunny,Commercial,Arson,Low,2,11,10
16/12/2024,10:42,Monday,Bautista,14.0693841,121.3267572,Sunny,Residential,Arson,Medium,0,14,323
07/07/2021,22:58,Wednesday,VII-B,14.06614949,121.3230887,Cloudy,Residential,Cooking,Low,1,12,10
29/11/2021,22:26,Monday,III-C (Labak/De Roma),14.06948772,121.3251397,Cloudy,Residential,Arson,High,13,11,108
19/01/2023,22:06,Thursday,I-A (Sambat),14.0620236,121.3120977,Cloudy,Residential,Arson,Low,0,7,10
26/02/2020,12:40,Wednesday,San Vicente,14.06569108,121.3135435,Cloudy,Residential,Cooking,High,9,14,10
22/02/2023,22:21,Wednesday,VI-A (Mavenida),14.07152365,121.324834,Rainy,Commercial,Arson,Low,0,13,24
05/03/2021,18:23,Friday,VI-D (Lparkers),14.07873401,121.3137943,Rainy,Commercial,Cooking,High,5,5,168
19/04/2023,3:55,Wednesday,San Nicolas (Mag-ampong),14.0651953,121.315644,Sunny,Industrial,Arson,Low,0,11,10
17/09/2021,21:51,Friday,VII-B,14.06615375,121.3232322,Cloudy,Residential,Electrical,Medium,3,7,27
15/01/2023,20:37,Sunday,San Lorenzo (Saluyan),14.0681043,121.3248831,Sunny,Residential,Electrical,Medium,6,5,67
03/05/2022,7:28,Tuesday,San Vicente,14.0652674,121.3218334,Cloudy,Forest,Natural,Medium,0,7,14
04/07/2023,6:31,Tuesday,Santo Niño (Arsum),14.06684692,121.3224588,Rainy,Residential,Other,Medium,3,5,27
09/01/2020,4:31,Thursday,IV-B,14.07596562,121.3207523,Cloudy,Industrial,Other,Low,0,6,10
14/11/2021,0:38,Sunday,V-C,14.06770033,121.3096997,Sunny,Residential,Electrical,High,7,11,123
26/06/2023,22:44,Monday,San Francisco (Calihan),14.06949283,121.3296732,Sunny,Residential,Arson,Low,0,9,130
18/03/2024,17:19,Monday,San Joaquin,14.06375026,121.3171908,Rainy,Residential,Arson,High,6,16,336
28/01/2022,2:59,Friday,V-D,14.08213141,121.3207848,Cloudy,Residential,Electrical,Medium,3,9,41
05/03/2022,3:31,Saturday,III-E,14.0629098,121.3213483,Sunny,Forest,Natural,Medium,0,9,40
20/07/2022,1:57,Wednesday,San Isidro (Balagbag),14.05793704,121.3130632,Cloudy,Residential,Cooking,Low,0,11,70
20/12/2022,15:22,Tuesday,Santa Isabel,14.06591338,121.3095982,Sunny,Residential,Cooking,Low,2,6,19
14/05/2021,4:52,Friday,San Pedro,14.07057363,121.3125756,Cloudy,Residential,Electrical,High,7,13,284
11/04/2024,1:13,Thursday,Santo Cristo,14.06202085,121.3222797,Cloudy,Residential,Electrical,Low,2,11,12
30/11/2024,18:30,Saturday,III-E,14.06797106,121.3212896,Sunny,Residential,Electrical,Medium,1,11,10
23/08/2022,11:27,Tuesday,San Miguel (Balintin),14.06594089,121.3087871,Sunny,Residential,Cooking,Medium,2,11,241
08/05/2022,22:16,Sunday,San Gregorio,14.06970665,121.3190114,Sunny,Residential,Cooking,Medium,5,7,43
13/07/2020,22:46,Monday,IV-C,14.07505761,121.3160562,Sunny,Residential,Natural,Medium,2,10,354
02/04/2023,4:47,Sunday,V-D,14.07243173,121.3185757,Rainy,Residential,Cooking,High,4,16,21
01/06/2023,23:30,Thursday,VI-D (Lparkers),14.07122087,121.3260454,Cloudy,Residential,Natural,Medium,3,6,114
23/08/2021,17:41,Monday,VI-B,14.07180237,121.3194824,Stormy,Industrial,Cooking,High,5,14,170
08/04/2023,10:20,Saturday,III-D (Vilongco),14.062245,121.3268631,Rainy,Residential,Cooking,Low,1,8,96
23/12/2021,11:03,Thursday,VI-C (Bagong Pook),14.06207737,121.3224867,Sunny,Commercial,Arson,Medium,1,5,60
31/05/2021,4:18,Monday,San Juan (Putol),14.06677721,121.3115211,Cloudy,Residential,Other,Low,0,9,10
25/09/2020,19:42,Friday,Soledad (Macopa),14.07609466,121.3155918,Sunny,Residential,Natural,Low,1,7,38
08/06/2020,19:44,Monday,III-C (Labak/De Roma),14.06063916,121.3189386,Cloudy,Residential,Cooking,High,11,12,346
27/12/2021,22:56,Monday,VI-A (Mavenida),14.07399935,121.3166812,Cloudy,Residential,Arson,High,9,5,369
29/11/2021,9:32,Monday,Santiago II (Bulaho),14.06086905,121.3161864,Sunny,Residential,Natural,Low,2,9,18
27/05/2024,3:24,Monday,Santa Cruz (Putol),14.07684328,121.3142381,Cloudy,Forest,Natural,Low,0,6,48
01/02/2023,18:34,Wednesday,II-D (Bulante),14.07201445,121.3125566,Sunny,Commercial,Electrical,Medium,1,11,10
18/10/2023,1:18,Wednesday,V-B,14.06949256,121.3140522,Sunny,Residential,Cooking,Medium,4,9,66
17/02/2022,18:07,Thursday,Santa Elena,14.07314612,121.3205212,Cloudy,Commercial,Arson,Low,0,10,113
25/01/2022,5:37,Tuesday,V-C,14.07168435,121.3257626,Sunny,Residential,Electrical,Low,1,12,86
21/07/2020,9:53,Tuesday,II-F (Villa Rey),14.07261693,121.3186936,Rainy,Commercial,Cooking,Medium,1,14,32
24/03/2021,22:37,Wednesday,IV-B,14.06993084,121.3209963,Sunny,Industrial,Cooking,Medium,3,8,10
10/09/2021,7:02,Friday,I-B (City+Riverside),14.07703021,121.3317299,Sunny,Industrial,Arson,Low,1,5,16
14/02/2020,9:02,Friday,V-D,14.07314425,121.3228093,Rainy,Residential,Cooking,Medium,3,5,16
27/09/2022,18:26,Tuesday,III-A (Hermanos Belen),14.06353212,121.309678,Cloudy,Industrial,Electrical,Medium,1,11,44
21/05/2023,5:24,Sunday,V-B,14.07062479,121.323206,Cloudy,Forest,Natural,Medium,0,10,17
16/03/2023,22:47,Thursday,San Miguel (Balintin),14.06829123,121.3245003,Sunny,Commercial,Cooking,Medium,1,11,28
23/03/2021,17:26,Tuesday,Santa Isabel,14.07132399,121.3244376,Sunny,Residential,Arson,Low,0,5,85
01/04/2022,15:54,Friday,San Crispin (Lumbangan),14.07680246,121.3154553,Stormy,Residential,Electrical,High,9,9,10
12/10/2022,21:15,Wednesday,V-C,14.0740239,121.3164986,Rainy,Residential,Electrical,Medium,2,14,64
02/02/2020,23:45,Sunday,I-B (City+Riverside),14.06911114,121.3148248,Cloudy,Residential,Electrical,Medium,2,8,83
18/11/2020,7:43,Wednesday,Santa Monica,14.06895079,121.3217473,Cloudy,Forest,Natural,High,0,8,10
04/09/2022,1:19,Sunday,San Antonio 2 (Sapa),14.07094891,121.3216145,Cloudy,Forest,Arson,Low,0,8,21
06/05/2021,0:30,Thursday,Santa Veronica (Bae),14.07035461,121.3215571,Sunny,Residential,Natural,High,3,11,80
16/05/2022,19:33,Monday,V-C,14.06728488,121.3232622,Cloudy,Forest,Natural,Medium,2,7,22
25/05/2024,20:41,Saturday,II-F (Villa Rey),14.06707014,121.324737,Cloudy,Industrial,Natural,Low,0,11,10
10/08/2021,22:13,Tuesday,VI-E (YMCA),14.07434073,121.323874,Cloudy,Residential,Cooking,Medium,3,8,48
03/04/2020,19:54,Friday,Santiago II (Bulaho),14.06642803,121.3272614,Sunny,Residential,Natural,High,11,10,119
20/05/2020,21:18,Wednesday,Santo Cristo,14.0625803,121.3238878,Rainy,Residential,Electrical,High,4,7,86
01/08/2023,22:15,Tuesday,Santa Veronica (Bae),14.06550639,121.3239182,Sunny,Residential,Arson,High,7,9,10
22/04/2023,0:50,Saturday,San Rafael (Buluburan),14.07562305,121.316588,Cloudy,Residential,Natural,Low,0,12,10
15/10/2023,3:34,Sunday,Santo Niño (Arsum),14.06839491,121.3120169,Sunny,Residential,Arson,Low,2,8,41
01/03/2022,22:09,Tuesday,VI-C (Bagong Pook),14.07263081,121.3140277,Stormy,Residential,Electrical,Medium,3,6,85
24/10/2022,16:39,Monday,Santa Maria,14.0662631,121.3225651,Stormy,Commercial,Electrical,Medium,1,10,129
10/11/2023,18:45,Friday,Santo Niño (Arsum),14.07236075,121.328365,Rainy,Residential,Arson,Medium,3,7,10
08/12/2021,7:37,Wednesday,Soledad (Macopa),14.06687686,121.3174465,Sunny,Commercial,Arson,High,7,11,48
24/10/2020,23:51,Saturday,Santisimo Rosario (Balagbag),14.06440917,121.3271988,Stormy,Industrial,Electrical,Low,0,7,63
29/10/2020,17:48,Thursday,San Antonio 2 (Sapa),14.06153315,121.3239145,Sunny,Industrial,Cooking,Medium,2,15,106
06/05/2021,13:22,Thursday,San Miguel (Balintin),14.06465056,121.3180212,Rainy,Residential,Arson,Medium,3,10,10
24/08/2023,22:07,Thursday,VI-C (Bagong Pook),14.07690044,121.3200256,Sunny,Residential,Arson,Medium,6,10,83
07/11/2023,18:10,Tuesday,Dolores,14.06538937,121.3199102,Rainy,Commercial,Natural,Low,0,12,10
14/03/2020,0:43,Saturday,San Jose (Malamig),14.06366986,121.3243193,Rainy,Forest,Natural,High,0,14,81
21/10/2024,14:31,Monday,Santa Maria Magdalena (Boe / Kuba),14.06588196,121.3197406,Sunny,Residential,Electrical,Low,2,11,10
15/06/2021,11:41,Tuesday,I-C (Bagong Bayan),14.07876901,121.3264403,Sunny,Residential,Other,Low,1,8,32
11/08/2021,5:36,Wednesday,Santa Ana,14.06438749,121.3197226,Cloudy,Forest,Arson,Low,0,5,10
05/11/2020,1:06,Thursday,III-D (Vilongco),14.07061091,121.3187149,Sunny,Residential,Cooking,High,9,10,80
12/08/2022,21:48,Friday,Santiago 1 (Bulaho),14.06773208,121.318634,Rainy,Residential,Arson,Medium,3,5,35
13/04/2021,18:03,Tuesday,VI-E (YMCA),14.07939145,121.3246239,Cloudy,Forest,Natural,Low,0,9,44
23/04/2024,21:20,Tuesday,II-C (Unson),14.07489053,121.3212794,Sunny,Residential,Natural,Medium,3,5,15
05/09/2020,8:13,Saturday,San Nicolas (Mag-ampong),14.07814127,121.3130946,Rainy,Commercial,Electrical,Medium,1,9,23
18/10/2024,18:26,Friday,San Gregorio,14.07438506,121.318702,Sunny,Residential,Other,Medium,1,7,57
25/07/2022,22:43,Monday,Dolores,14.08095686,121.314962,Sunny,Residential,Electrical,Medium,0,12,10
22/02/2020,5:08,Saturday,Del Remedio (Wawa),14.06553302,121.3266876,Cloudy,Industrial,Electrical,Medium,1,7,65
14/10/2023,7:50,Saturday,Santa Filomena (Banagin),14.07762283,121.3177577,Cloudy,Residential,Cooking,Medium,4,14,10
12/08/2023,18:58,Saturday,VI-D (Lparkers),14.06839776,121.3178862,Cloudy,Residential,Arson,High,6,11,365
11/11/2024,2:32,Monday,San Francisco (Calihan),14.06831178,121.3150099,Cloudy,Residential,Cooking,High,7,14,54
31/05/2023,16:24,Wednesday,V-D,14.06947832,121.3252098,Sunny,Residential,Cooking,High,3,5,34
16/11/2021,20:57,Tuesday,III-C (Labak/De Roma),14.07197936,121.3088315,Sunny,Forest,Arson,Medium,1,13,10
08/11/2023,10:08,Wednesday,VI-A (Mavenida),14.07270028,121.3198827,Rainy,Commercial,Electrical,Low,1,8,10
25/03/2020,18:16,Wednesday,Concepcion (Bunot),14.07079831,121.3177151,Sunny,Commercial,Electrical,Low,0,12,16
19/02/2022,13:37,Saturday,San Joaquin,14.06582017,121.3217738,Sunny,Residential,Electrical,High,4,9,55
10/06/2021,15:58,Thursday,V-D,14.07379899,121.3224688,Stormy,Forest,Natural,Low,0,11,57
05/03/2023,22:04,Sunday,Santa Veronica (Bae),14.07293609,121.3221877,Cloudy,Residential,Other,Medium,2,9,10
01/03/2020,19:26,Sunday,Santo Niño (Arsum),14.06387652,121.3206475,Sunny,Forest,Natural,Medium,0,9,10
15/08/2020,3:05,Saturday,San Rafael (Buluburan),14.0727887,121.3223882,Rainy,Residential,Electrical,Low,0,7,25
02/08/2021,2:32,Monday,San Vicente,14.06973904,121.3109352,Cloudy,Commercial,Cooking,High,6,7,173
04/01/2021,19:44,Monday,Santo Cristo,14.07907409,121.3217323,Cloudy,Residential,Electrical,High,3,7,45
20/06/2021,6:50,Sunday,San Antonio 2 (Sapa),14.07030256,121.3193296,Sunny,Commercial,Electrical,High,6,11,77
09/04/2021,8:08,Friday,Santa Filomena (Banagin),14.08162669,121.3240236,Sunny,Forest,Natural,Medium,1,11,18
13/08/2022,18:07,Saturday,San Francisco (Calihan),14.07712383,121.3323838,Cloudy,Residential,Other,Medium,3,11,86
31/08/2020,13:32,Monday,III-C (Labak/De Roma),14.07207826,121.3111571,Cloudy,Residential,Cooking,Low,1,12,65
21/06/2020,11:09,Sunday,Santa Cruz (Putol),14.06615201,121.3112086,Sunny,Residential,Cooking,Low,1,10,43
10/10/2023,0:27,Tuesday,IV-C,14.06919488,121.3286809,Sunny,Residential,Electrical,Medium,3,11,113
02/06/2024,2:05,Sunday,San Jose (Malamig),14.07365062,121.3208071,Rainy,Forest,Natural,High,0,12,163
13/08/2021,6:24,Friday,San Gabriel (Butucan),14.07370998,121.320877,Stormy,Commercial,Other,Medium,3,6,10
21/09/2024,5:38,Saturday,San Nicolas (Mag-ampong),14.07603976,121.3147971,Cloudy,Forest,Natural,Low,0,11,10
14/08/2020,11:26,Friday,San Buenaventura (Palakpakin),14.07747686,121.3115332,Sunny,Residential,Cooking,Low,2,7,13
07/01/2024,13:00,Sunday,Santiago II (Bulaho),14.0729301,121.3244513,Cloudy,Forest,Arson,High,1,5,24
01/08/2020,3:34,Saturday,San Vicente,14.05971769,121.3218645,Rainy,Residential,Other,Low,1,8,63
08/10/2020,14:53,Thursday,VI-C (Bagong Pook),14.07187378,121.3162648,Cloudy,Residential,Cooking,Low,2,8,10
16/08/2022,17:30,Tuesday,San Jose (Malamig),14.07334424,121.3251559,Sunny,Commercial,Arson,Medium,3,11,118
23/11/2022,13:30,Wednesday,Santa Isabel,14.07287122,121.3273737,Sunny,Residential,Electrical,High,8,6,45
29/04/2023,0:05,Saturday,San Buenaventura (Palakpakin),14.06807654,121.3244723,Sunny,Residential,Cooking,Low,0,15,111
23/02/2024,23:29,Friday,Del Remedio (Wawa),14.07088251,121.319755,Cloudy,Commercial,Electrical,Medium,3,9,11
15/07/2021,21:17,Thursday,San Pedro,14.07505288,121.323686,Sunny,Residential,Arson,Medium,4,14,112
15/06/2023,2:07,Thursday,V-C,14.06207307,121.3285771,Rainy,Residential,Other,Low,0,8,35
24/06/2020,7:35,Wednesday,San Antonio 1 (Balanga),14.07841645,121.3196431,Sunny,Residential,Electrical,High,10,12,128
30/09/2023,21:57,Saturday,San Lorenzo (Saluyan),14.07575999,121.3231832,Sunny,Residential,Electrical,Low,0,6,23
17/05/2023,20:02,Wednesday,VII-E,14.06858653,121.3197621,Cloudy,Residential,Cooking,Low,0,8,11
31/07/2022,10:44,Sunday,Santa Monica,14.06395398,121.3154711,Cloudy,Commercial,Cooking,Low,0,5,18
29/11/2022,23:22,Tuesday,II-A (Triangulo Guadalupe 2),14.07143516,121.3223947,Cloudy,Commercial,Electrical,Medium,2,9,10
19/09/2023,5:17,Tuesday,San Francisco (Calihan),14.06925875,121.3136704,Rainy,Residential,Arson,High,4,10,11
24/04/2024,2:30,Wednesday,VII-B,14.07090727,121.3216232,Rainy,Commercial,Cooking,Medium,2,9,51
22/07/2024,15:07,Monday,IV-A,14.07404505,121.3267653,Sunny,Residential,Electrical,Medium,1,10,143
25/07/2024,1:20,Thursday,Concepcion (Bunot),14.06605183,121.3204597,Sunny,Residential,Electrical,High,4,14,319
18/05/2022,6:15,Wednesday,Santiago 1 (Bulaho),14.07420653,121.3278792,Sunny,Residential,Other,Medium,3,9,62
17/09/2020,17:59,Thursday,San Nicolas (Mag-ampong),14.07104838,121.3280052,Sunny,Residential,Natural,Medium,5,10,113
15/01/2023,18:43,Sunday,Santa Ana,14.06779921,121.3211629,Sunny,Residential,Electrical,Medium,3,11,87
10/05/2021,22:58,Monday,San Rafael (Buluburan),14.06940073,121.3247727,Rainy,Commercial,Cooking,Medium,6,11,34
17/08/2022,4:02,Wednesday,III-A (Hermanos Belen),14.07440676,121.321861,Cloudy,Residential,Electrical,Low,1,11,27
18/07/2023,20:53,Tuesday,VII-B,14.07901892,121.3159692,Rainy,Residential,Arson,Low,1,17,10
02/09/2020,11:24,Wednesday,Santa Maria,14.07379059,121.3240775,Sunny,Industrial,Electrical,High,3,6,201
23/04/2021,20:27,Friday,San Buenaventura (Palakpakin),14.06794833,121.3178716,Cloudy,Residential,Cooking,Low,0,13,27
12/11/2023,6:06,Sunday,Santa Veronica (Bae),14.06729321,121.3235542,Sunny,Residential,Other,Medium,4,10,15
09/10/2021,14:47,Saturday,Del Remedio (Wawa),14.06953008,121.30734,Cloudy,Residential,Cooking,Low,1,6,26
09/08/2023,20:53,Wednesday,III-C (Labak/De Roma),14.07023702,121.3211494,Sunny,Residential,Other,Low,0,8,21
22/12/2023,20:40,Friday,Santa Catalina (Sandig),14.07183482,121.3260595,Stormy,Residential,Electrical,Medium,5,12,67
27/04/2022,10:06,Wednesday,II-E (San Anton),14.08071167,121.3162008,Rainy,Residential,Electrical,Medium,4,10,38
03/12/2020,17:01,Thursday,Del Remedio (Wawa),14.07479294,121.3235158,Sunny,Residential,Electrical,Medium,4,11,85
03/01/2020,18:03,Friday,San Nicolas (Mag-ampong),14.06730357,121.3209649,Rainy,Industrial,Electrical,Low,0,12,33
15/04/2020,21:48,Wednesday,San Juan (Putol),14.05951654,121.3169706,Sunny,Residential,Natural,Medium,3,10,10
05/07/2024,23:13,Friday,I-A (Sambat),14.06988786,121.3162897,Sunny,Forest,Arson,Medium,1,12,10
10/11/2022,13:08,Thursday,Santa Catalina (Sandig),14.07603875,121.3264407,Sunny,Residential,Other,Low,1,11,99
27/04/2021,11:57,Tuesday,Santo Cristo,14.06774851,121.3211987,Sunny,Residential,Electrical,Low,1,8,127
27/12/2023,18:03,Wednesday,II-E (San Anton),14.07646959,121.3214663,Cloudy,Residential,Arson,Medium,7,12,18
28/06/2021,5:40,Monday,VII-B,14.0763921,121.3248481,Sunny,Residential,Natural,High,3,10,10
23/11/2023,6:24,Thursday,Santa Catalina (Sandig),14.08056971,121.3205164,Sunny,Commercial,Arson,Low,1,8,19
14/10/2021,4:21,Thursday,San Buenaventura (Palakpakin),14.07522346,121.3220997,Cloudy,Residential,Arson,Medium,2,17,16
09/12/2022,19:19,Friday,Bautista,14.06525936,121.3189564,Cloudy,Residential,Electrical,Low,0,5,54
22/07/2024,1:38,Monday,San Bartolome (Matang-ag),14.07759195,121.3140924,Cloudy,Forest,Arson,Medium,0,12,91
14/12/2023,18:47,Thursday,Del Remedio (Wawa),14.07180896,121.3230349,Sunny,Residential,Electrical,High,7,8,384
21/05/2020,8:07,Thursday,VII-B,14.07249196,121.3182557,Rainy,Residential,Cooking,Medium,2,9,22
27/08/2020,3:55,Thursday,VII-E,14.07525434,121.3247025,Cloudy,Commercial,Other,Medium,3,10,63
31/05/2023,13:01,Wednesday,San Nicolas (Mag-ampong),14.06981951,121.320861,Sunny,Residential,Cooking,Low,1,9,15
04/06/2022,6:42,Saturday,Santa Catalina (Sandig),14.07143431,121.3312614,Sunny,Residential,Cooking,Medium,3,10,67
06/05/2023,23:08,Saturday,VII-B,14.06155956,121.3240426,Stormy,Residential,Arson,Medium,1,6,31
09/02/2020,13:33,Sunday,VII-E,14.07619175,121.3175571,Cloudy,Residential,Cooking,Medium,3,10,10
08/06/2024,7:12,Saturday,IV-C,14.06772328,121.3259536,Sunny,Residential,Electrical,Low,0,16,10
05/03/2023,23:18,Sunday,Santo Cristo,14.06947284,121.3331181,Stormy,Commercial,Cooking,Low,1,11,47
07/08/2024,19:40,Wednesday,I-A (Sambat),14.06873705,121.3181433,Cloudy,Forest,Arson,High,1,10,139
11/07/2020,8:35,Saturday,VII-A (P. Alcantara),14.06479056,121.3138968,Sunny,Residential,Cooking,High,9,7,108
16/07/2021,9:35,Friday,San Buenaventura (Palakpakin),14.06552459,121.3196876,Rainy,Commercial,Cooking,Medium,2,8,108
12/06/2022,20:23,Sunday,San Buenaventura (Palakpakin),14.07486123,121.3108862,Cloudy,Forest,Arson,Medium,1,11,10
23/02/2023,19:29,Thursday,San Lucas 1 (Sabang),14.07193556,121.3138288,Sunny,Forest,Natural,Medium,2,14,43
01/03/2020,18:53,Sunday,VII-E,14.06407255,121.3119262,Cloudy,Industrial,Electrical,Low,0,11,10
01/05/2021,4:38,Saturday,San Lucas 2 (Malinaw),14.0694768,121.3234002,Sunny,Residential,Electrical,Medium,1,5,10
08/09/2020,20:10,Tuesday,San Diego (Tilim),14.0660358,121.3135214,Cloudy,Commercial,Cooking,Medium,5,11,36
19/01/2022,11:23,Wednesday,San Miguel (Balintin),14.06967982,121.3219431,Stormy,Residential,Natural,Low,1,12,73
20/03/2021,22:39,Saturday,V-D,14.07936843,121.3248397,Stormy,Commercial,Natural,Low,1,9,68
05/01/2024,19:28,Friday,San Pedro,14.07463772,121.3214037,Rainy,Commercial,Cooking,Medium,1,10,10
20/09/2022,17:38,Tuesday,San Roque (Sambat),14.07319746,121.3216876,Stormy,Residential,Other,Low,0,10,17
