Date,Time,Day_of_Week,Barangay,Latitude,Longitude,Weather,Road_Condition,Vehicle_Type,Driver_Age,Driver_Gender,Accident_Type,Injuries,Fatalities
22/03/2021,21:36,Monday,Santa Maria,14.0507706,121.2992892,Sunny,Potholes,Motorcycle,30,Female,Head-on collision,2,0
17/03/2020,4:18,Tuesday,VI-A (Mavenida),14.06924822,121.320277,Rainy,Potholes,Motorcycle,26,Male,Head-on collision,3,0
18/01/2022,12:49,Tuesday,San Bartolome (Matang-ag),14.08119365,121.3302423,Cloudy,Dry,Bicycle,31,Female,Pedestrian accident,5,1
19/05/2023,17:59,Friday,San Rafael (Buluburan),14.09220043,121.3391156,Rainy,Wet,Truck,22,Male,Rear-end collision,2,0
31/08/2023,9:13,Thursday,V-D,14.06937035,121.3194325,Rainy,Wet,Car,38,Male,Single vehicle accident,0,0
28/01/2020,16:03,Tuesday,VI-E (YMCA),14.0691558,121.3495178,Sunny,Dry,Car,38,Male,Side-impact collision,1,0
16/04/2022,17:49,Saturday,V-C,14.07128849,121.3379799,Cloudy,Dry,Motorcycle,32,Female,Pedestrian accident,1,0
15/08/2024,17:49,Thursday,V-A,14.06106367,121.3098407,Rainy,Wet,Motorcycle,36,Male,Pedestrian accident,5,0
29/05/2024,7:41,Wednesday,Santa Veronica (Bae),14.07041766,121.3188341,Sunny,Dry,Motorcycle,51,Female,Rear-end collision,1,0
10/12/2023,11:06,Sunday,San Juan (Putol),14.06478182,121.3307252,Sunny,Dry,Car,39,Male,Rear-end collision,1,0
22/08/2024,15:51,Thursday,San Antonio 2 (Sapa),14.06957642,121.3200096,Sunny,Dry,Motorcycle,41,Female,Side-impact collision,0,0
05/06/2023,18:00,Monday,San Juan (Putol),14.05049039,121.299819,Rainy,Gravel,Car,30,Male,Single vehicle accident,1,0
22/08/2020,10:49,Saturday,IV-C,14.09241163,121.3398626,Rainy,Wet,Car,34,Male,Head-on collision,6,0
01/10/2024,5:16,Tuesday,San Antonio 2 (Sapa),14.09691343,121.3403984,Cloudy,Dry,Bus,42,Male,Rear-end collision,0,0
13/09/2023,19:19,Wednesday,IV-A,14.05281816,121.3145934,Sunny,Dry,Bicycle,24,Male,Head-on collision,5,0
06/04/2021,19:38,Tuesday,IV-B,14.05447042,121.3159516,Sunny,Gravel,Truck,36,Male,Single vehicle accident,1,0
29/10/2023,18:04,Sunday,San Lorenzo (Saluyan),14.06674356,121.3307683,Cloudy,Dry,Motorcycle,32,Female,Rear-end collision,2,0
03/04/2023,13:35,Monday,Santo Cristo,14.08875682,121.3381642,Sunny,Dry,Car,23,Male,Head-on collision,1,0
13/11/2024,18:17,Wednesday,San Buenaventura (Palakpakin),14.0569423,121.3213605,Sunny,Dry,Truck,19,Male,Head-on collision,1,0
14/10/2022,21:33,Friday,San Lucas 2 (Malinaw),14.07981642,121.331138,Sunny,Dry,Tricycle,38,Male,Head-on collision,3,0
09/12/2020,16:38,Wednesday,Santiago 1 (Bulaho),14.09143334,121.338423,Sunny,Dry,Motorcycle,29,Male,Rear-end collision,1,0
14/08/2021,21:49,Saturday,San Gabriel (Butucan),14.0556304,121.3321211,Stormy,Wet,Motorcycle,39,Female,Head-on collision,5,3
27/09/2024,9:59,Friday,IV-B,14.05787181,121.3127423,Sunny,Dry,Motorcycle,49,Male,Single vehicle accident,4,0
16/06/2020,11:53,Tuesday,VII-A (P. Alcantara),14.06431934,121.3331823,Rainy,Wet,Car,28,Female,Rear-end collision,1,0
28/12/2021,11:46,Tuesday,II-B (Guadalupe 1),14.07971543,121.3289535,Rainy,Wet,Motorcycle,18,Male,Rear-end collision,1,0
02/07/2022,18:58,Saturday,San Antonio 2 (Sapa),14.07066791,121.3210903,Rainy,Wet,Truck,45,Male,Side-impact collision,4,1
15/07/2021,12:45,Thursday,San Antonio 2 (Sapa),14.06152089,121.30904,Sunny,Dry,Motorcycle,38,Female,Side-impact collision,1,0
04/12/2023,2:47,Monday,VII-A (P. Alcantara),14.0992831,121.3118573,Cloudy,Dry,Car,18,Male,Rear-end collision,0,0
15/04/2024,11:18,Monday,San Joaquin,14.07008136,121.3268188,Rainy,Wet,Tricycle,37,Male,Rear-end collision,2,0
27/12/2021,3:42,Monday,San Diego (Tilim),14.07220112,121.330649,Rainy,Wet,Car,41,Male,Pedestrian accident,2,1
26/12/2023,1:03,Tuesday,II-C (Unson),14.06312634,121.3197661,Rainy,Gravel,Car,31,Male,Single vehicle accident,2,0
30/05/2022,13:15,Monday,III-F (Balagtas),14.08999936,121.3408963,Stormy,Wet,Motorcycle,33,Male,Pedestrian accident,4,0
01/11/2020,17:27,Sunday,San Lorenzo (Saluyan),14.06490572,121.3073169,Sunny,Dry,Car,48,Male,Pedestrian accident,1,0
09/02/2022,19:57,Wednesday,San Cristobal,14.07777272,121.3215989,Sunny,Dry,Motorcycle,51,Male,Rear-end collision,2,0
27/11/2021,9:43,Saturday,V-D,14.05972485,121.3101435,Rainy,Wet,Motorcycle,30,Male,Rear-end collision,0,0
06/04/2022,16:01,Wednesday,San Antonio 2 (Sapa),14.08458612,121.3323461,Sunny,Dry,Truck,38,Male,Single vehicle accident,1,0
23/09/2020,2:18,Wednesday,Soledad (Macopa),14.05917164,121.309297,Sunny,Dry,Car,33,Male,Pedestrian accident,0,0
23/08/2024,22:17,Friday,V-C,14.05940688,121.311347,Rainy,Wet,Car,46,Male,Rear-end collision,3,0
24/07/2024,3:23,Wednesday,Santa Maria Magdalena (Boe / Kuba),14.07082976,121.3226322,Sunny,Dry,Motorcycle,33,Male,Head-on collision,2,0
02/05/2024,6:41,Thursday,Santa Maria Magdalena (Boe / Kuba),14.05936646,121.31024,Rainy,Wet,Truck,32,Female,Head-on collision,2,0
14/04/2021,14:20,Wednesday,San Mateo (Imok),14.07668111,121.3410526,Sunny,Dry,Car,35,Male,Side-impact collision,2,0
24/10/2021,17:26,Sunday,VI-D (Lparkers),14.08168266,121.3311382,Rainy,Wet,Bicycle,37,Male,Pedestrian accident,2,0
05/01/2022,10:22,Wednesday,V-C,14.04923142,121.3005672,Sunny,Potholes,Tricycle,36,Male,Rear-end collision,1,0
22/02/2020,14:25,Saturday,Santa Maria Magdalena (Boe / Kuba),14.05123169,121.3016273,Cloudy,Dry,Car,26,Male,Side-impact collision,3,0
27/08/2024,9:15,Tuesday,VI-C (Bagong Pook),14.05028055,121.3005333,Rainy,Wet,Motorcycle,36,Female,Single vehicle accident,1,0
22/12/2022,14:58,Thursday,Santa Cruz (Putol),14.07964267,121.3294793,Sunny,Dry,Truck,30,Male,Pedestrian accident,2,0
05/03/2020,1:48,Thursday,III-C (Labak/De Roma),14.08023626,121.330973,Rainy,Wet,Truck,39,Female,Rear-end collision,2,0
08/08/2020,1:39,Saturday,San Lucas 1 (Sabang),14.07072214,121.3195025,Rainy,Wet,Motorcycle,18,Male,Single vehicle accident,1,1
16/01/2022,22:11,Sunday,I-A (Sambat),14.0588944,121.3103253,Sunny,Potholes,Motorcycle,42,Male,Rear-end collision,0,0
20/10/2023,1:19,Friday,II-F (Villa Rey),14.05089261,121.2985425,Rainy,Wet,Car,19,Male,Rear-end collision,0,0
09/07/2023,12:23,Sunday,VII-E,14.07820971,121.3301679,Sunny,Gravel,Motorcycle,32,Male,Pedestrian accident,1,0
14/07/2024,15:02,Sunday,VI-C (Bagong Pook),14.08226913,121.3308837,Cloudy,Dry,Car,18,Male,Side-impact collision,4,0
26/03/2020,23:19,Thursday,Santo Angel (Ilog),14.07055125,121.3194377,Sunny,Dry,Motorcycle,30,Male,Rear-end collision,0,0
26/04/2021,20:55,Monday,VI-E (YMCA),14.08176864,121.3290037,Sunny,Dry,Car,28,Female,Rear-end collision,4,1
22/01/2022,11:23,Saturday,V-B,14.07179113,121.3198516,Sunny,Gravel,Motorcycle,39,Female,Rear-end collision,1,0
17/05/2020,15:31,Sunday,II-A (Triangulo Guadalupe 2),14.08801583,121.3406908,Rainy,Wet,Motorcycle,40,Female,Rear-end collision,1,0
13/03/2023,13:36,Monday,San Buenaventura (Palakpakin),14.0592043,121.3103247,Sunny,Dry,Car,46,Female,Rear-end collision,0,0
01/05/2023,7:30,Monday,VI-C (Bagong Pook),14.07139467,121.320422,Rainy,Wet,Tricycle,42,Male,Rear-end collision,1,0
15/11/2022,13:51,Tuesday,San Lucas 1 (Sabang),14.07002377,121.3498332,Sunny,Potholes,Motorcycle,35,Male,Head-on collision,7,0
01/01/2021,7:20,Friday,San Juan (Putol),14.05945464,121.3086622,Sunny,Dry,Truck,29,Male,Single vehicle accident,1,1
22/11/2024,19:08,Friday,Santa Veronica (Bae),14.08642551,121.3454051,Sunny,Dry,Bus,28,Female,Head-on collision,2,0
11/09/2022,5:53,Sunday,Bautista,14.04954775,121.2996976,Cloudy,Dry,Motorcycle,37,Female,Head-on collision,3,1
04/06/2020,0:09,Thursday,San Pedro,14.080575,121.330614,Sunny,Dry,Car,24,Male,Side-impact collision,0,1
26/12/2020,17:31,Saturday,San Nicolas (Mag-ampong),14.09360264,121.3358359,Rainy,Wet,Car,40,Female,Side-impact collision,4,0
02/04/2021,22:43,Friday,San Mateo (Imok),14.04918306,121.2999602,Rainy,Wet,Car,37,Male,Rear-end collision,0,0
04/03/2021,17:48,Thursday,San Isidro (Balagbag),14.08184752,121.3287135,Sunny,Dry,Motorcycle,52,Male,Side-impact collision,1,0
08/07/2020,8:20,Wednesday,VII-E,14.07025067,121.3192091,Rainy,Potholes,Motorcycle,55,Female,Rear-end collision,0,0
03/01/2024,5:51,Wednesday,VI-C (Bagong Pook),14.07244775,121.3247692,Rainy,Wet,Car,35,Female,Single vehicle accident,2,0
22/09/2020,9:21,Tuesday,San Cristobal,14.08146065,121.3407736,Cloudy,Dry,Bicycle,42,Male,Single vehicle accident,1,0
22/06/2020,16:25,Monday,San Vicente,14.08014112,121.3295818,Rainy,Wet,Truck,36,Male,Rear-end collision,1,0
30/06/2020,21:43,Tuesday,San Crispin (Lumbangan),14.09970225,121.3135766,Sunny,Dry,Car,18,Male,Rear-end collision,2,0
19/08/2020,9:56,Wednesday,San Lucas 2 (Malinaw),14.06978117,121.3206693,Rainy,Gravel,Motorcycle,42,Male,Rear-end collision,1,0
28/06/2022,8:10,Tuesday,VII-E,14.0586846,121.3020542,Rainy,Wet,Car,42,Male,Rear-end collision,1,0
06/09/2022,18:13,Tuesday,San Antonio 2 (Sapa),14.05898585,121.33574,Rainy,Wet,Car,30,Male,Side-impact collision,1,1
15/06/2022,18:19,Wednesday,San Gregorio,14.0672525,121.3185509,Cloudy,Dry,Bicycle,37,Male,Head-on collision,5,1
07/01/2021,20:28,Thursday,VI-E (YMCA),14.06191616,121.3296183,Stormy,Wet,Motorcycle,37,Male,Side-impact collision,2,0
01/05/2022,19:40,Sunday,San Bartolome (Matang-ag),14.08024704,121.3295682,Sunny,Dry,Car,44,Female,Pedestrian accident,3,0
21/10/2020,19:09,Wednesday,San Lucas 1 (Sabang),14.0806671,121.3286411,Sunny,Dry,Motorcycle,56,Male,Head-on collision,6,0
30/01/2021,13:53,Saturday,Santiago II (Bulaho),14.08218278,121.3444272,Sunny,Dry,Motorcycle,34,Female,Single vehicle accident,0,0
23/09/2021,19:25,Thursday,San Antonio 2 (Sapa),14.06214785,121.3122001,Sunny,Dry,Car,54,Female,Side-impact collision,1,1
19/10/2024,6:26,Saturday,San Vicente,14.08896473,121.3246194,Rainy,Wet,Tricycle,18,Male,Side-impact collision,2,0
21/02/2022,21:08,Monday,Santa Isabel,14.07852533,121.3303552,Rainy,Potholes,Motorcycle,35,Male,Single vehicle accident,5,0
12/04/2022,15:48,Tuesday,Soledad (Macopa),14.08984898,121.3408232,Sunny,Gravel,Motorcycle,37,Male,Side-impact collision,3,0
15/07/2022,7:49,Friday,San Diego (Tilim),14.07911349,121.3296826,Rainy,Potholes,Motorcycle,35,Male,Side-impact collision,3,0
21/09/2023,2:13,Thursday,V-B,14.04904596,121.300904,Sunny,Gravel,Car,24,Female,Rear-end collision,2,0
04/01/2024,21:01,Thursday,II-C (Unson),14.05618551,121.3119446,Sunny,Dry,Motorcycle,41,Male,Rear-end collision,0,0
02/08/2021,8:34,Monday,San Francisco (Calihan),14.08313032,121.3218748,Rainy,Wet,Car,45,Male,Single vehicle accident,0,1
07/01/2022,1:37,Friday,VI-E (YMCA),14.05253359,121.2993595,Sunny,Dry,Tricycle,23,Female,Rear-end collision,1,0
26/04/2020,15:31,Sunday,San Miguel (Balintin),14.08268422,121.3244117,Sunny,Dry,Motorcycle,62,Male,Side-impact collision,2,0
30/06/2023,12:10,Friday,VI-D (Lparkers),14.07749668,121.3307978,Rainy,Wet,Motorcycle,45,Male,Single vehicle accident,1,0
23/09/2024,10:57,Monday,V-B,14.0498178,121.299788,Rainy,Wet,Motorcycle,38,Male,Rear-end collision,2,0
24/01/2023,1:28,Tuesday,San Lucas 2 (Malinaw),14.06971673,121.3223558,Sunny,Dry,Motorcycle,48,Male,Side-impact collision,0,0
19/07/2023,1:14,Wednesday,VI-A (Mavenida),14.09909366,121.3088385,Sunny,Dry,Motorcycle,19,Female,Pedestrian accident,4,0
11/12/2022,22:09,Sunday,San Jose (Malamig),14.05234981,121.3130907,Sunny,Dry,Motorcycle,25,Male,Rear-end collision,2,0
19/11/2023,3:15,Sunday,V-B,14.09050216,121.3442339,Cloudy,Dry,Truck,38,Female,Pedestrian accident,3,1
16/06/2023,10:42,Friday,San Ignacio,14.08022741,121.3306378,Rainy,Wet,Motorcycle,25,Female,Rear-end collision,2,0
09/05/2023,23:52,Tuesday,San Nicolas (Mag-ampong),14.05142428,121.3012835,Sunny,Dry,Car,22,Male,Rear-end collision,1,0
11/10/2020,5:00,Sunday,San Francisco (Calihan),14.04923244,121.299861,Sunny,Dry,Car,18,Female,Rear-end collision,0,0
29/09/2022,21:03,Thursday,San Joaquin,14.07057464,121.3198585,Cloudy,Dry,Car,51,Male,Single vehicle accident,2,0
02/03/2021,1:28,Tuesday,San Gregorio,14.06237872,121.3385236,Sunny,Dry,Car,44,Male,Side-impact collision,2,0
23/06/2021,1:36,Wednesday,VII-C,14.05010441,121.3072324,Sunny,Dry,Car,20,Male,Pedestrian accident,4,1
23/01/2022,16:01,Sunday,III-E,14.0687345,121.3194748,Rainy,Wet,Motorcycle,27,Male,Side-impact collision,2,0
23/10/2024,7:49,Wednesday,III-C (Labak/De Roma),14.06226787,121.3310973,Rainy,Wet,Car,41,Male,Head-on collision,3,1
25/04/2020,0:22,Saturday,II-E (San Anton),14.06908717,121.3191099,Rainy,Wet,Motorcycle,34,Female,Rear-end collision,0,0
16/01/2023,22:21,Monday,III-C (Labak/De Roma),14.05327276,121.3404368,Sunny,Dry,Car,28,Male,Single vehicle accident,3,0
16/12/2023,5:13,Saturday,San Mateo (Imok),14.09978934,121.3438465,Cloudy,Potholes,Motorcycle,45,Male,Rear-end collision,2,0
13/01/2023,8:56,Friday,Santa Maria Magdalena (Boe / Kuba),14.09690829,121.3454252,Sunny,Dry,Bicycle,34,Female,Rear-end collision,2,0
21/10/2023,3:49,Saturday,Dolores,14.08026651,121.3314151,Cloudy,Dry,Truck,19,Male,Single vehicle accident,1,1
05/10/2022,6:59,Wednesday,II-F (Villa Rey),14.08313743,121.3115488,Sunny,Dry,Truck,50,Male,Head-on collision,4,1
17/08/2024,23:18,Saturday,Santa Maria,14.08193739,121.3307724,Cloudy,Dry,Bus,59,Female,Rear-end collision,1,0
19/12/2021,11:13,Sunday,San Diego (Tilim),14.06127235,121.3100671,Rainy,Wet,Car,53,Male,Rear-end collision,2,0
03/09/2020,6:16,Thursday,IV-C,14.05313583,121.3415735,Rainy,Wet,Motorcycle,60,Male,Head-on collision,2,1
19/12/2024,15:17,Thursday,Santa Monica,14.07038566,121.3195679,Rainy,Wet,Motorcycle,29,Male,Rear-end collision,1,0
12/02/2022,6:11,Saturday,San Crispin (Lumbangan),14.09074663,121.3392803,Rainy,Wet,Car,41,Male,Side-impact collision,2,0
25/05/2023,9:46,Thursday,III-B,14.08920349,121.3391993,Sunny,Dry,Motorcycle,23,Male,Single vehicle accident,0,2
02/06/2023,19:48,Friday,San Roque (Sambat),14.06058064,121.3109334,Sunny,Dry,Motorcycle,35,Female,Rear-end collision,0,0
01/12/2020,23:53,Tuesday,Atisan,14.06231988,121.3215451,Rainy,Wet,Motorcycle,37,Female,Head-on collision,4,0
26/03/2022,17:53,Saturday,II-B (Guadalupe 1),14.06966567,121.3218633,Rainy,Potholes,Car,30,Female,Head-on collision,3,0
07/09/2021,14:28,Tuesday,San Crispin (Lumbangan),14.04890637,121.3018123,Sunny,Gravel,Car,24,Male,Head-on collision,3,0
19/01/2020,8:12,Sunday,I-C (Bagong Bayan),14.06068848,121.3170542,Sunny,Dry,Motorcycle,29,Male,Rear-end collision,0,0
30/07/2023,11:41,Sunday,III-E,14.09181888,121.3386629,Sunny,Dry,Motorcycle,45,Male,Rear-end collision,1,0
25/03/2021,7:53,Thursday,San Gabriel (Butucan),14.0878699,121.3412642,Sunny,Dry,Motorcycle,27,Male,Single vehicle accident,1,0
02/09/2020,9:29,Wednesday,San Pedro,14.08234608,121.3258216,Rainy,Gravel,Truck,23,Male,Head-on collision,1,0
20/01/2022,4:36,Thursday,San Vicente,14.07029171,121.3206088,Sunny,Dry,Car,43,Male,Head-on collision,1,1
13/09/2021,20:25,Monday,VI-B,14.07134883,121.319811,Sunny,Dry,Car,42,Female,Head-on collision,4,0
17/11/2024,17:45,Sunday,II-C (Unson),14.06842829,121.3025182,Rainy,Potholes,Car,32,Male,Single vehicle accident,1,0
02/10/2021,5:17,Saturday,San Lucas 1 (Sabang),14.05139146,121.3008068,Sunny,Dry,Motorcycle,33,Female,Head-on collision,4,0
14/02/2024,10:32,Wednesday,San Gregorio,14.04878936,121.2992902,Sunny,Dry,Bicycle,29,Male,Rear-end collision,0,0
16/01/2023,8:37,Monday,San Joaquin,14.05132034,121.3007095,Sunny,Dry,Truck,38,Female,Side-impact collision,2,1
24/07/2020,9:35,Friday,III-C (Labak/De Roma),14.05917688,121.3096712,Rainy,Potholes,Car,51,Male,Rear-end collision,1,1
18/02/2022,0:47,Friday,San Francisco (Calihan),14.06893852,121.3193875,Cloudy,Gravel,Motorcycle,21,Female,Rear-end collision,1,0
10/06/2022,6:39,Friday,Santa Isabel,14.08195125,121.3296214,Sunny,Dry,Bus,34,Male,Rear-end collision,1,0
20/12/2022,18:42,Tuesday,V-C,14.0796414,121.3297007,Sunny,Dry,Bus,49,Male,Side-impact collision,1,0
29/02/2020,18:13,Saturday,IV-C,14.06365759,121.3348459,Sunny,Dry,Bus,18,Male,Rear-end collision,1,1
24/12/2020,16:32,Thursday,Soledad (Macopa),14.07961927,121.3298681,Cloudy,Dry,Truck,21,Male,Pedestrian accident,1,2
20/01/2020,14:57,Monday,Santo Niño (Arsum),14.07744406,121.3312449,Stormy,Wet,Tricycle,40,Male,Side-impact collision,2,0
09/06/2023,13:38,Friday,San Gabriel (Butucan),14.07149714,121.3204999,Sunny,Dry,Car,38,Female,Rear-end collision,1,0
13/09/2024,14:50,Friday,I-C (Bagong Bayan),14.05966069,121.3098045,Sunny,Dry,Motorcycle,44,Male,Side-impact collision,5,0
07/02/2020,16:52,Friday,VI-C (Bagong Pook),14.08254339,121.3031348,Rainy,Gravel,Motorcycle,32,Male,Single vehicle accident,1,0
28/10/2022,2:40,Friday,II-B (Guadalupe 1),14.07810107,121.3297536,Rainy,Potholes,Car,49,Female,Side-impact collision,5,0
05/04/2020,13:24,Sunday,VII-E,14.08557853,121.3202776,Sunny,Dry,Car,24,Male,Rear-end collision,1,0
11/03/2020,23:02,Wednesday,II-C (Unson),14.05995018,121.3114065,Sunny,Potholes,Car,38,Female,Single vehicle accident,0,0
09/04/2021,4:59,Friday,Santa Filomena (Banagin),14.07065245,121.3180989,Rainy,Wet,Motorcycle,18,Male,Side-impact collision,4,0
17/11/2022,13:27,Thursday,VI-B,14.05850054,121.3102802,Stormy,Wet,Tricycle,25,Male,Single vehicle accident,2,0
14/10/2023,9:50,Saturday,Del Remedio (Wawa),14.0598098,121.311173,Sunny,Dry,Car,51,Male,Rear-end collision,2,0
20/02/2023,9:13,Monday,I-C (Bagong Bayan),14.07867655,121.3304523,Sunny,Dry,Car,22,Male,Head-on collision,6,0
04/07/2022,7:59,Monday,VII-C,14.07095981,121.3193792,Stormy,Potholes,Tricycle,18,Male,Side-impact collision,0,0
23/05/2021,13:23,Sunday,Del Remedio (Wawa),14.07879794,121.3268904,Sunny,Dry,Car,58,Female,Head-on collision,6,1
07/10/2023,17:07,Saturday,Santa Monica,14.07068893,121.320553,Cloudy,Gravel,Motorcycle,59,Male,Single vehicle accident,0,0
14/01/2024,8:59,Sunday,San Ignacio,14.08418657,121.3431671,Sunny,Dry,Motorcycle,31,Male,Side-impact collision,4,1
04/01/2023,10:30,Wednesday,VII-A (P. Alcantara),14.06894202,121.3199032,Cloudy,Dry,Car,26,Male,Single vehicle accident,1,0
20/12/2020,4:40,Sunday,San Buenaventura (Palakpakin),14.09139855,121.34025,Sunny,Dry,Tricycle,34,Male,Side-impact collision,4,0
27/07/2024,22:54,Saturday,San Miguel (Balintin),14.0483387,121.2993454,Sunny,Dry,Motorcycle,52,Male,Rear-end collision,0,0
22/01/2023,14:21,Sunday,III-D (Vilongco),14.08831887,121.3395246,Rainy,Wet,Car,46,Male,Head-on collision,2,1
29/10/2024,18:43,Tuesday,Santa Catalina (Sandig),14.05900865,121.3094608,Stormy,Gravel,Motorcycle,38,Male,Single vehicle accident,2,0
20/12/2021,0:08,Monday,II-D (Bulante),14.08893443,121.3209234,Sunny,Dry,Bus,26,Male,Single vehicle accident,0,1
20/01/2020,22:49,Monday,San Antonio 2 (Sapa),14.06478632,121.3128807,Sunny,Dry,Bicycle,44,Male,Rear-end collision,2,0
03/03/2021,5:57,Wednesday,San Juan (Putol),14.04880315,121.2989359,Sunny,Dry,Motorcycle,28,Male,Side-impact collision,2,0
29/08/2022,5:08,Monday,VI-C (Bagong Pook),14.08956543,121.3404857,Cloudy,Dry,Motorcycle,34,Female,Head-on collision,4,1
16/11/2022,12:32,Wednesday,Del Remedio (Wawa),14.04893736,121.296163,Sunny,Dry,Tricycle,41,Male,Side-impact collision,7,0
18/10/2020,18:26,Sunday,San Francisco (Calihan),14.07980112,121.3294868,Rainy,Wet,Truck,30,Male,Side-impact collision,3,0
02/07/2022,0:27,Saturday,San Vicente,14.05888402,121.3118077,Rainy,Wet,Car,25,Male,Rear-end collision,2,0
14/01/2022,19:57,Friday,II-E (San Anton),14.07835854,121.329805,Rainy,Wet,Car,20,Male,Single vehicle accident,2,0
15/09/2024,14:41,Sunday,San Mateo (Imok),14.09131435,121.3405553,Rainy,Wet,Motorcycle,44,Female,Rear-end collision,1,0
29/01/2022,7:38,Saturday,San Buenaventura (Palakpakin),14.08137673,121.3300923,Sunny,Dry,Tricycle,42,Male,Rear-end collision,1,0
16/01/2021,23:32,Saturday,San Vicente,14.07949719,121.3293043,Sunny,Dry,Motorcycle,38,Male,Rear-end collision,1,1
19/07/2024,17:51,Friday,II-D (Bulante),14.05100895,121.2987091,Rainy,Wet,Motorcycle,34,Male,Side-impact collision,3,0
09/02/2020,18:32,Sunday,Santa Maria Magdalena (Boe / Kuba),14.0489898,121.2997044,Sunny,Dry,Car,36,Female,Pedestrian accident,0,1
25/09/2024,22:21,Wednesday,Santa Isabel,14.06524368,121.3399096,Rainy,Wet,Motorcycle,23,Male,Rear-end collision,1,0
27/08/2020,22:54,Thursday,San Nicolas (Mag-ampong),14.08528091,121.3216934,Sunny,Dry,Tricycle,49,Female,Pedestrian accident,3,0
11/09/2021,3:45,Saturday,San Gregorio,14.09948053,121.3316662,Rainy,Wet,Motorcycle,53,Male,Head-on collision,0,0
17/06/2021,6:09,Thursday,San Antonio 1 (Balanga),14.06007631,121.3103715,Sunny,Dry,Truck,37,Male,Head-on collision,4,1
29/10/2024,19:08,Tuesday,Santa Cruz (Putol),14.07560957,121.3170386,Sunny,Potholes,Bicycle,22,Male,Side-impact collision,1,0
14/03/2021,8:22,Sunday,San Nicolas (Mag-ampong),14.0969686,121.3094799,Sunny,Dry,Motorcycle,47,Male,Pedestrian accident,3,1
14/06/2021,21:41,Monday,Dolores,14.09597853,121.334515,Cloudy,Dry,Car,37,Male,Rear-end collision,0,0
07/08/2024,7:34,Wednesday,Santo Cristo,14.09115618,121.3420231,Sunny,Dry,Motorcycle,26,Male,Head-on collision,4,1
06/08/2022,8:53,Saturday,II-C (Unson),14.08057244,121.3311381,Rainy,Wet,Motorcycle,30,Male,Single vehicle accident,1,1
29/10/2021,18:19,Friday,VI-A (Mavenida),14.05728525,121.3438819,Rainy,Wet,Truck,40,Female,Rear-end collision,0,0
24/09/2024,2:56,Tuesday,San Diego (Tilim),14.08850882,121.3403262,Sunny,Dry,Tricycle,46,Male,Single vehicle accident,1,1
12/10/2021,7:15,Tuesday,V-D,14.05094397,121.3442272,Rainy,Wet,Bus,37,Female,Side-impact collision,3,1
06/02/2022,18:21,Sunday,Santa Monica,14.04988325,121.2994666,Sunny,Potholes,Motorcycle,45,Male,Rear-end collision,2,0
13/07/2023,7:07,Thursday,VI-C (Bagong Pook),14.08948004,121.3392314,Sunny,Dry,Motorcycle,33,Male,Single vehicle accident,1,0
06/03/2023,10:35,Monday,San Lucas 1 (Sabang),14.06916265,121.3206822,Sunny,Dry,Tricycle,47,Female,Head-on collision,5,0
19/12/2022,23:31,Monday,Bautista,14.05109873,121.300797,Sunny,Potholes,Motorcycle,65,Male,Rear-end collision,0,0
22/07/2024,13:16,Monday,Santo Angel (Ilog),14.06927139,121.3183856,Rainy,Wet,Car,46,Male,Head-on collision,4,0
21/10/2024,18:27,Monday,VII-A (P. Alcantara),14.07963596,121.328791,Cloudy,Dry,Motorcycle,50,Female,Single vehicle accident,1,0
24/08/2022,19:32,Wednesday,San Marcos (Tikew),14.04916903,121.2999382,Rainy,Potholes,Truck,47,Female,Side-impact collision,1,0
14/09/2023,18:11,Thursday,III-D (Vilongco),14.0502521,121.2993692,Sunny,Dry,Tricycle,35,Female,Head-on collision,5,0
09/08/2024,3:05,Friday,II-F (Villa Rey),14.07076942,121.3210206,Sunny,Dry,Motorcycle,46,Female,Pedestrian accident,2,0
16/09/2020,9:58,Wednesday,Dolores,14.05780587,121.3132106,Sunny,Dry,Bus,31,Female,Rear-end collision,1,0
24/01/2021,7:51,Sunday,San Juan (Putol),14.06886265,121.3202935,Rainy,Wet,Tricycle,41,Female,Rear-end collision,1,0
22/01/2024,17:49,Monday,II-D (Bulante),14.08050454,121.330515,Sunny,Dry,Motorcycle,46,Female,Head-on collision,2,1
10/06/2021,20:43,Thursday,III-E,14.06032086,121.3100919,Stormy,Potholes,Motorcycle,35,Female,Head-on collision,2,0
01/10/2024,11:18,Tuesday,San Jose (Malamig),14.06997518,121.3024485,Sunny,Dry,Car,36,Male,Rear-end collision,2,0
17/10/2021,5:21,Sunday,San Vicente,14.0743739,121.3031316,Sunny,Gravel,Motorcycle,42,Male,Single vehicle accident,1,0
18/08/2022,9:09,Thursday,V-C,14.08099735,121.3294781,Rainy,Wet,Bus,40,Male,Head-on collision,4,0
24/08/2020,23:43,Monday,San Vicente,14.08898176,121.3397336,Rainy,Wet,Motorcycle,23,Male,Rear-end collision,0,0
08/01/2021,9:00,Friday,II-A (Triangulo Guadalupe 2),14.06083688,121.3085876,Sunny,Potholes,Tricycle,44,Female,Head-on collision,3,0
20/09/2024,17:43,Friday,San Isidro (Balagbag),14.05000186,121.3008877,Sunny,Dry,Truck,40,Female,Head-on collision,1,1
15/02/2022,7:24,Tuesday,San Antonio 1 (Balanga),14.06080136,121.3095733,Sunny,Dry,Bicycle,35,Male,Head-on collision,2,0
